sno,Season,Episode,utterance,speaker,start,start_seconds,end,end_seconds,sentiment,emotion presented,emotion perceived
559,1,4,I am very weak with SHM. ,Vartika,26:26:00,1586,26:28:00,1588,Neutral,Neutral,Neutral
560,1,4,"So, can we do that first? ",Vartika,26:28:00,1588,26:29:00,1589,Neutral,Neutral,Fear
561,1,4,"Yes, yes.",Vaibhav,26:30:00,1590,26:31:00,1591,Negative,Fear,Neutral
562,1,4,I know it.,Vaibhav,26:31:00,1591,26:32:00,1592,Negative,Fear,Neutral
563,1,4, Why wouldn't I know SHM?,Vaibhav,26:32:00,1592,26:33:00,1593,Negative,Fear,Neutral
564,1,4,SHM is very easy. - ,Vaibhav,26:33:00,1593,26:34:00,1594,Negative,Fear,Neutral
565,1,4,I know it. ,Vaibhav,26:34:00,1594,26:35:00,1595,Negative,Fear,Surprise
566,1,4,But when did I say you don't know SHM?,Vartika,26:35:00,1595,26:39:00,1599,Neutral,Surprise,Fear
567,1,4,Exactly. Exactly. ,Vaibhav,26:39:00,1599,26:40:00,1600,Negative,Fear,Neutral
568,1,4,You didn't say that. ,Vaibhav,26:40:00,1600,26:41:00,1601,Negative,Fear,Neutral
569,1,4,You didn't say that.,Vaibhav,26:41:00,1601,26:42:00,1602,Negative,Fear,Neutral
570,1,4, SHM.,Vaibhav,26:44:00,1604,26:45:00,1605,Negative,Fear,Neutral
571,1,4,"Oh, crap! ",Vaibhav,26:49:00,1609,26:50:00,1610,Neutral,Neutral,Neutral
572,1,4,"Oh, no!",Vaibhav,26:50:00,1610,26:51:00,1611,Neutral,Neutral,Neutral
573,1,4, It's time for my exercise. ,Vaibhav,26:51:00,1611,26:53:00,1613,Neutral,Neutral,Neutral
574,1,4,"Oh, crap! Crap!",Vaibhav,26:53:00,1613,26:54:00,1614,Neutral,Neutral,Surprise(confused)
575,1,4,I don't care what you were doing. ,Shivangi,27:08:00,1628,27:10:00,1630,Negative,Anger,Neutral
576,1,4,How could you not answer my call?,Shivangi,27:10:00,1630,27:12:00,1632,Negative,Anger,Neutral
577,1,4," Firstly, you don't study.",Shivangi,27:12:00,1632,27:13:00,1633,Negative,Anger,Neutral
578,1,4, You just wander off anywhere.,Shivangi,27:13:00,1633,27:15:00,1635,Negative,Anger,Neutral
579,1,4,"Baby, don't yell .",Uday,27:14:00,1634,27:15:00,1635,Neutral,Neutral,Anger
580,1,4, Someone will hear you. ,Uday,27:15:00,1635,27:16:00,1636,Neutral,Neutral,Neutral
581,1,4,Why shouldn't I yell?,Shivangi,27:15:00,1635,27:16:00,1636,Negative,Anger,Neutral
582,1,4,Why shouldn't I yell?,Shivangi,27:16:00,1636,27:17:00,1637,Negative,Anger,Neutral
583,1,4,Because I will mend my ways.,Uday,27:17:00,1637,27:19:00,1639,Neutral,Neutral,Anger
584,1,4, I will change.,Uday,27:19:00,1639,27:20:00,1640,Neutral,Neutral,Anger
585,1,4,I will study too. ,Uday,27:20:00,1640,27:21:00,1641,Neutral,Neutral,Anger
586,1,4,"In fact, I am studying.",Uday,27:21:00,1641,27:22:00,1642,Neutral,Neutral,Anger
587,1,4,Force. Vector. Equilibrium. Irrational. Compound. Complex.,Uday,27:22:00,1642,27:26:00,1646,Neutral,Neutral,Anger
588,1,4,Hello. ,Uday,27:30:00,1650,27:31:00,1651,Negative,Fear,Neutral
589,1,4,". Bro, you know I'm out with Shivangi, don't you?",Uday,27:31:00,1651,27:34:00,1654,Negative,Fear,Neutral
590,1,4,Then why are you calling me now? ,Uday,27:34:00,1654,27:35:00,1655,Negative,Fear,Neutral
591,1,4,You spoiled a romantic moment.,Uday,27:35:00,1655,27:37:00,1657,Negative,Fear,Neutral
592,1,4,"I'm sorry, buddy.",Vaibhav,27:38:00,1658,27:39:00,1659,Neutral,Neutral,Neutral
593,1,4, Vartika has come. ,Vaibhav,27:39:00,1659,27:41:00,1661,Positive,Joy,Neutral
594,1,4, Oh!,Uday,27:41:00,1661,27:42:00,1662,Neutral,Neutral,Neutral
595,1,4," protection is kept in H.C.Verma, part 2, the semi-conductors.",,27:42:00,1662,27:45:00,1665,Neutral,Neutral,Neutral
596,1,4,What are you saying?,Vaibhav,27:45:00,1665,27:46:00,1666,Negative,Anger,Neutral
597,1,4, I want the login password for Unacademy.,Vaibhav,27:46:00,1666,27:49:00,1669,Negative,Anger,Neutral
598,1,4,"You won't be able to do it, boy.'",Uday,27:51:00,1671,27:53:00,1673,Neutral,Neutral,Neutral
599,1,4,I don't want to do it either. ,Vaibhav,27:53:00,1673,27:54:00,1674,Neutral,Neutral,Neutral
600,1,4,"  We are just friends, okay.",Vaibhav,27:54:00,1674,27:56:00,1676,Neutral,Neutral,Neutral
601,1,4,Its the password. ,Uday,27:56:00,1676,27:57:00,1677,Neutral,Neutral,Neutral
602,1,4,All small.,Uday,27:57:00,1677,27:58:00,1678,Neutral,Neutral,Neutral
603,1,4,He's a true IITian. ,Uday,28:04:00,1684,28:05:00,1685,Neutral,Neutral,Neutral
604,1,4,Why?,Shivangi,28:05:00,1685,28:06:00,1686,Neutral,Neutral,Neutral
605,1,4, He'll die a virgin.,Uday,28:07:00,1687,28:09:00,1689,Neutral,Neutral,Neutral
606,1,4,"My dear students, let's have a look at the spring block system today. ",Online teacher,28:20:00,1700,28:23:00,1703,Neutral,Neutral,Neutral
607,1,4,This is the block. ,Online teacher,28:23:00,1703,28:24:00,1704,Neutral,Neutral,Neutral
608,1,4,This is the spring.,Online teacher,28:24:00,1704,28:25:00,1705,Neutral,Neutral,Neutral
609,1,4,If I elongate the spring by..,Online teacher,28:25:00,1705,28:27:00,1707,Neutral,Neutral,Neutral
610,1,4,Vaibhav! ,Vartika,28:26:00,1706,28:27:00,1707,Neutral,Neutral,Fear
611,1,4,"Yes, I'm coming.",Vaibhav,28:27:00,1707,28:28:00,1708,Negative,Fear,Neutral
612,1,4,Last two. ,Vaibhav,28:28:00,1708,28:29:00,1709,Negative,Fear,Neutral
613,1,4,Breathe in. ,Vaibhav,28:29:00,1709,28:30:00,1710,Neutral,Neutral,Neutral
614,1,4,Breathe out.,Vaibhav,28:30:00,1710,28:31:00,1711,Neutral,Neutral,Neutral
615,1,4,This is very useful at the last minute. ,Vaibhav,28:34:00,1714,28:35:00,1715,Positive,Joy,Neutral
616,1,4,"Thank you, bro.",Vaibhav,28:36:00,1716,28:37:00,1717,Positive,Joy,Neutral
617,1,4,We did it all. ,Vartika,28:41:00,1721,28:42:00,1722,Positive,Joy,Neutral
618,1,4,The exam is tomorrow and I am not afraid.,Vartika,28:42:00,1722,28:44:00,1724,Positive,Joy,Neutral
619,1,4," I mean, not that much.",Vartika,28:44:00,1724,28:46:00,1726,Neutral,Neutral,Neutral
620,1,4,I just have to read the doomsday notes and I'm done.,Vartika,28:46:00,1726,28:48:00,1728,Neutral,Neutral,Surprise
621,1,4, What notes?,Vaibhav,28:48:00,1728,28:49:00,1729,Neutral,Surprise,Neutral
622,1,4,Doomsday. ,Vartika,28:49:00,1729,28:50:00,1730,Neutral,Neutral,Neutral
623,1,4, Hold on.,Vartika,28:50:00,1730,28:51:00,1731,Neutral,Neutral,Neutral
624,1,4,These.,Vartika,28:52:00,1732,28:53:00,1733,Neutral,Neutral,Neutral
625,1,4, For last minute revision. ,Vartika,28:53:00,1733,28:55:00,1735,Neutral,Neutral,Neutral
626,1,4,It contains the overview of each chapter. ,Vartika,28:55:00,1735,28:57:00,1737,Neutral,Neutral,Neutral
627,1,4,Oh! I too have made this.,Vaibhav,28:57:00,1737,28:58:00,1738,Neutral,Neutral,Neutral
628,1,4,Wait.  I'll show you.,Vaibhav,28:58:00,1738,28:59:00,1739,Neutral,Neutral,Neutral
629,1,4,All the topics and time.   ,Vaibhav,29:01:00,1741,29:03:00,1743,Neutral,Neutral,Neutral
630,1,4,You can watch it on the Unacademy app from and to any chapter.,Vaibhav,29:04:00,1744,29:06:00,1746,Neutral,Neutral,Surprise
631,1,4,Don't you lose data if you check it all the time?,Vartika,29:06:00,1746,29:09:00,1749,Neutral,Surprise,Neutral
632,1,4,No.,Vaibhav,29:09:00,1749,29:10:00,1750,Neutral,Neutral,Neutral
633,1,4,I download it offline.,Vaibhav,29:10:00,1750,29:12:00,1752,Neutral,Neutral,Neutral
634,1,4,"Oh, I see. ",Vartika,29:12:00,1752,29:13:00,1753,Neutral,Neutral,Neutral
635,1,4, You've filled up such a big register. Seriously?,Vaibhav,29:13:00,1753,29:15:00,1755,Neutral,Surprise,Joy
637,1,4,Yes.,Vartika,29:15:00,1755,29:16:00,1756,Positive,Joy,Surprise
638,1,4,Why are you so tense for Maheshwari's entrance test?,Vaibhav,29:18:00,1758,29:20:00,1760,Neutral,Surprise,Neutral
639,1,4,Because it is tough. ,Vartika,29:20:00,1760,29:22:00,1762,Neutral,Neutral,Neutral
640,1,4,"Yes, that it is, but we have covered everything.",Vaibhav,29:22:00,1762,29:25:00,1765,Neutral,Neutral,Fear
641,1,4,What's the matter? ,Vaibhav,29:27:00,1767,29:28:00,1768,Neutral,Neutral,Fear
642,1,4,Actually,Vartika,29:29:00,1769,29:30:00,1770,Negative,Anger,Neutral
643,1,4,my brother was in Maheshwari's top batch. ,Vartika,29:32:00,1772,29:34:00,1774,Neutral,Neutral,Surprise
644,1,4, Oh!,Vaibhav,29:34:00,1774,29:35:00,1775,Neutral,Surprise,Neutral
645,1,4," So, I felt at least if I make it to Maheshwari..",Vartika,29:35:00,1775,29:37:00,1777,Neutral,Neutral,Neutral
646,1,4,..I will gain confidence that I can get to IIT.. ,Vartika,29:38:00,1778,29:41:00,1781,Neutral,Neutral,Neutral
647,1,4,..but I did not feel I had any chance.,Vartika,29:41:00,1781,29:44:00,1784,Negative,Sadness,Neutral
648,1,4,You know I've learned more in these 4 days than I did through the year.,Vartika,29:44:00,1784,29:48:00,1788,Positive,Joy,Neutral
649,1,4,I had starting feeling like an idiot.,Vartika,29:50:00,1790,29:52:00,1792,Neutral,Neutral,Neutral
650,1,4,Thanks for restoring my confidence.,Vartika,29:53:00,1793,29:55:00,1795,Positive,Joy,Neutral
651,1,4,Why didn't you come to Kota earlier? ,Vartika,29:56:00,1796,29:58:00,1798,Neutral,Neutral,Neutral
652,1,4,We would've become friends earlier.,Vartika,29:58:00,1798,29:59:00,1799,Neutral,Neutral,Neutral
653,1,4,Yes.,Vaibhav,30:01:00,1801,30:02:00,1802,Neutral,Neutral,Neutral
654,1,4,What can I say? ,Vaibhav,30:04:00,1804,30:05:00,1805,Neutral,Neutral,Neutral
655,1,4,"It's okay if you don't tell us, but make sure you tell her.",Uday,30:07:00,1807,30:10:00,1810,Neutral,Neutral,Neutral
656,1,4,"Once the exam gets over tomorrow, Lord knows when you'll see her again. ",Uday,30:10:00,1810,30:13:00,1813,Neutral,Neutral,Neutral
657,1,4,"The mood is set, bro. ",Uday,30:13:00,1813,30:15:00,1815,Neutral,Neutral,Neutral
658,1,4,Propose to her.,Uday,30:15:00,1815,30:16:00,1816,Neutral,Neutral,Neutral
659,1,4,Listen.,Uday,30:18:00,1818,30:19:00,1819,Neutral,Neutral,Neutral
660,1,4," Tomorrow is an auspicious day, right? ",Uday,30:19:00,1819,30:20:00,1820,Neutral,Neutral,Neutral
661,1,4,Take this. ,Uday,30:20:00,1820,30:21:00,1821,Neutral,Neutral,Neutral
662,1,4,Go in style.,Uday,30:21:00,1821,30:22:00,1822,Neutral,Neutral,Neutral
663,1,4,"Bhaiya, you have yogurt?   ",Vaibhav,30:56:00,1856,30:57:00,1857,Neutral,Neutral,Neutral
664,1,4,"  Yes, you can have yogurt. ",Shopkeeper,30:57:00,1857,30:58:00,1858,Neutral,Neutral,Neutral
665,1,4,Take it from there.,Shopkeeper,30:58:00,1858,30:59:00,1859,Neutral,Neutral,Neutral
666,1,4,And... Sugar?,Vaibhav,31:00:00,1860,31:01:00,1861,Neutral,Neutral,Neutral
667,1,4,We have sugar too.,Shopkeeper,31:01:00,1861,31:02:00,1862,Neutral,Neutral,Neutral
668,1,4,"There you go, bhaiya.",Shopkeeper,31:02:00,1862,31:03:00,1863,Neutral,Neutral,Neutral
669,1,4,How much?,Vaibhav,31:05:00,1865,31:06:00,1866,Neutral,Neutral,Neutral
670,1,4," Thirty rupees, bhaiya. 30.",Shopkeeper,31:06:00,1866,31:07:00,1867,Neutral,Neutral,Neutral
671,1,4,Thank you.,Shopkeeper,31:11:00,1871,31:12:00,1872,Neutral,Neutral,Neutral
672,1,4,What is this? ,Vartika,31:28:00,1888,31:29:00,1889,Neutral,Neutral,Neutral
673,1,4,Today is an auspicious day. ,Vaibhav,31:30:00,1890,31:31:00,1891,Neutral,Neutral,Neutral
674,1,4," So, this is auspicious. ",Vaibhav,31:32:00,1892,31:33:00,1893,Neutral,Neutral,Neutral
675,1,4,"Oh, okay.",Vartika,31:34:00,1894,31:35:00,1895,Neutral,Neutral,Neutral
676,1,4,If you eat yogurt your nervousness will disappear. ,Vaibhav,31:35:00,1895,31:37:00,1897,Neutral,Neutral,Neutral
677,1,4,You eat it too. ,Vartika,31:38:00,1898,31:39:00,1899,Neutral,Neutral,Neutral
678,1,4,You too are sitting for the exam.,Vartika,31:39:00,1899,31:41:00,1901,Neutral,Neutral,Surprise
679,1,4,"Yes, oh! ", Vaibhav,31:42:00,1902,31:43:00,1903,Neutral,Surprise,Neutral
680,1,4, I too am sitting for the exam., Vaibhav,31:43:00,1903,31:44:00,1904,Neutral,Neutral,Neutral
681,1,4,What do we do with this now? , Vaibhav,31:50:00,1910,31:51:00,1911,Neutral,Neutral,Neutral
682,1,4,I don't know.,Vartika,31:51:00,1911,31:52:00,1912,Neutral,Neutral,Neutral
683,1,4, Let's apply it on our hair., Vaibhav,31:53:00,1913,31:54:00,1914,Neutral,Neutral,Neutral
684,1,4,It will make the hair lustrous., Vaibhav,31:54:00,1914,31:54:00,1914,Neutral,Neutral,Disgust
685,1,4,Gross!,Vartika,31:55:00,1915,31:56:00,1916,Negative,Disgust,Neutral
686,1,4,I'm joking.,Vaibhav,31:56:00,1916,31:56:00,1916,Neutral,Neutral,Neutral
687,1,4,"Didn't I tell you, I'm not that boring? ",Vaibhav,31:56:00,1916,31:58:00,1918,Neutral,Neutral,Neutral
688,1,4,Yeah.,Vartika,31:58:00,1918,31:59:00,1919,Neutral,Neutral,Neutral
689,1,4,Let's finish it. ,Vaibhav,31:59:00,1919,32:00:00,1920,Neutral,Neutral,Neutral
690,1,4,Yeah.,Vartika,32:00:00,1920,32:01:00,1921,Neutral,Neutral,Neutral
691,1,4, Not IIT. ,Meenal,33:57:00,2037,33:58:00,2038,Neutral,Neutral,Neutral
692,1,4,I will sit for the SATs.,Meenal,33:58:00,2038,34:00:00,2040,Neutral,Neutral,Neutral
693,1,4,I want to go to US.,Meenal,34:00:00,2040,34:02:00,2042,Neutral,Neutral,Neutral
694,1,4,"Cornell, Yale, Harvard, Columbia.",Meenal,34:02:00,2042,34:05:00,2045,Neutral,Neutral,Surprise
695,1,4, One of these. ,Meenal,34:05:00,2045,34:07:00,2047,Neutral,Neutral,Surprise
696,1,4, What?,Meena,34:07:00,2047,34:08:00,2048,Neutral,Surprise,Neutral
697,1,4,My uncle is over there. ,Meenal,34:09:00,2049,34:10:00,2050,Neutral,Neutral,Neutral
698,1,4,He told me to come. ,Meenal,34:10:00,2050,34:11:00,2051,Neutral,Neutral,Neutral
699,1,4,Then why are you working so hard over here?,Meena,34:14:00,2054,34:16:00,2056,Negative,Sadness,Neutral
700,1,4,For knowledge.,Meenal,34:16:00,2056,34:17:00,2057,Neutral,Neutral,Sadness
701,1,4,Knowledge doesn't get wasted.,Meenal,34:17:00,2057,34:19:00,2059,Neutral,Neutral,Sadness
702,1,4,"Uday, take me with you.",Meena,34:23:00,2063,34:25:00,2065,Negative,Sadness,Surprise
703,1,4,Nobody in this world stays put in one place. ,Meena,34:26:00,2066,34:28:00,2068,Negative,Sadness,Surprise
704,1,4,What's the matter?,Meenal,34:28:00,2068,34:29:00,2069,Neutral,Surprise,Neutral
705,1,4,I'm already eager for the results.,Vartika,35:35:00,2135,35:37:00,2137,Neutral,Neutral,Neutral
706,1,4, Yes.  ,Vaibhav,35:38:00,2138,35:39:00,2139,Neutral,Neutral,Neutral
707,1,4,It will take two weeks though.,Vaibhav,35:39:00,2139,35:40:00,2140,Neutral,Neutral,Neutral
708,1,4,Yes.,Vartika,35:40:00,2140,35:41:00,2141,Neutral,Neutral,Neutral
709,1,4,"Okay, then.",Vartika,35:53:00,2153,35:53:00,2153,Neutral,Neutral,Neutral
710,1,4, Bye. ,Vartika,35:54:00,2154,35:55:00,2155,Neutral,Neutral,Sadness
711,1,4,Bye,Vaibhav,35:56:00,2156,35:57:00,2157,Negative,Sadness,Neutral
712,1,4,See you.,Vaibhav,35:58:00,2158,35:59:00,2159,Negative,Sadness,Neutral
713,1,4,Vartika.,Vaibhav,36:02:00,2162,36:03:00,2163,Neutral,Neutral,Neutral
714,1,4,Yes.,Vartika,36:03:00,2163,36:04:00,2164,Neutral,Neutral,Neutral
715,1,4,Yes.,Vartika,36:07:00,2167,36:08:00,2168,Neutral,Neutral,Fear
716,1,4," Vartika you... you will go to bed early, won't you?",Vaibhav,36:11:00,2171,36:14:00,2174,Negative,Fear,Surprise
717,1,4,Peacefully.,Vaibhav,36:17:00,2177,36:18:00,2178,Neutral,Neutral,Neutral
718,1,4, Yes.,Vartika,36:18:00,2178,36:19:00,2179,Neutral,Neutral,Neutral
719,1,4, You too.,Vartika,36:19:00,2179,36:20:00,2180,Neutral,Neutral,Neutral
720,1,4, Yes.Me too.,Vaibhav,36:21:00,2181,36:22:00,2182,Neutral,Neutral,Neutral
721,1,4,"Okay, then. ",Vartika,36:24:00,2184,36:25:00,2185,Neutral,Neutral,Neutral
722,1,4, Goodnight.,Vartika,36:26:00,2186,36:27:00,2187,Neutral,Neutral,Neutral
723,1,4,Goodnight. ,Vaibhav,36:27:00,2187,36:28:00,2188,Neutral,Neutral,Neutral
724,1,4,Stay in touch.,Vaibhav,36:28:00,2188,36:29:00,2189,Neutral,Neutral,Neutral
725,1,4,Yes.,Vartika,36:29:00,2189,36:30:00,2190,Neutral,Neutral,Neutral
726,1,4,Crap! ,Vaibhav,36:30:00,2190,36:32:00,2192,Negative,Sadness,Neutral
727,1,4,Vaibhav! ,Vartika,36:34:00,2194,36:35:00,2195,Neutral,Neutral,Neutral
728,1,4,Vartika.,Vaibhav,36:35:00,2195,36:36:00,2196,Neutral,Neutral,Neutral
729,1,4,Can we begin the syllabus for the 12th? ,Vartika,36:37:00,2197,36:40:00,2200,Neutral,Neutral,Neutral
730,1,4,"Yes, we could do that. ",Vaibhav,36:41:00,2201,36:42:00,2202,Neutral,Neutral,Neutral
731,1,4,Tomorrow.,Vartika,36:42:00,2202,36:43:00,2203,Neutral,Neutral,Neutral
732,1,4,Tomorrow.,Vaibhav,36:43:00,2203,36:43:00,2203,Neutral,Neutral,Neutral
733,1,4,Cool.Goodnight. ,Vartika,36:44:00,2204,36:45:00,2205,Neutral,Neutral,Neutral
734,1,4, Goodnight. ,Vaibhav,36:45:00,2205,36:46:00,2206,Neutral,Neutral,Neutral
735,1,4,Bye.,Vaibhav,36:48:00,2208,36:49:00,2209,Neutral,Neutral,Neutral
736,1,4,The seven wonders that are made in Kota are less.,Uday,38:00:00,2280,38:03:00,2283,Positive,Joy,Neutral
737,1,4,"You are the eighth wonder, my love.",Uday,38:05:00,2285,38:07:00,2287,Positive,Joy,Neutral
738,1,4,Bye.,Uday,38:09:00,2289,38:10:00,2290,Positive,Joy,Neutral
739,1,4,Love you. Miss you. Take care.,Uday,38:10:00,2290,38:12:00,2292,Positive,Joy,Neutral
740,1,4,This will last another six months.,Uday,38:18:00,2298,38:20:00,2300,Positive,Joy,Neutral
741,1,4,"Buddy, I should have studied.",Meena,38:22:00,2302,38:25:00,2305,Negative,Sadness,Neutral
742,1,4,A lot of time was wasted because I wanted to relax.,Meena,38:26:00,2306,38:28:00,2308,Negative,Sadness,Neutral
743,1,4,"Even studies can be very relaxing, bro. ",Vaibhav,38:32:00,2312,38:34:00,2314,Positive,Joy,Neutral
744,1,4,You just need the right partner.,Vaibhav,38:36:00,2316,38:38:00,2318,Positive,Joy,Neutral
